id,deleted,lastChangedAt,version
LmShot|fsg_d01769bbcce1_1684345416220,0,1684345420722,1
LmShot|fsg_d01769bbcce1_1684345436092,0,1684345439801,1
LmShot|fsg_d01769bbcce1_1684345463270,0,1684345467826,2
LmShot|fsg_d01769bbcce1_1684345494142,0,1684345498290,1
LmShot|fsg_d01769bbcce1_1684345516040,0,1684345520324,1
LmShot|fsg_d01769bbcce1_1684345544065,0,1684345548690,2
LmShot|fsg_d01769bbcce1_1684345569286,0,1684345573169,1
LmShot|fsg_d01769bbcce1_1684345619654,0,1684345623486,1
LmShot|fsg_d01769bbcce1_1684345645737,0,1684345650211,1
LmShot|fsg_d01769bbcce1_1684345665850,0,1684345670083,1
LmShot|fsg_d01769bbcce1_1684345687165,0,1684345691668,1
LmShot|fsg_d01769bbcce1_1684345705479,0,1684345709671,2
LmShot|fsg_d01769bbcce1_1684346831954,0,1684346836164,1
LmShot|fsg_d01769bbcce1_1684346887489,0,1684346892013,1
LmShot|fsg_d01769bbcce1_1684346903879,0,1684346907907,1
LmShot|fsg_d01769bbcce1_1684346934780,0,1684346938732,1
LmShot|fsg_d01769bbcce1_1684346955434,0,1684346959742,2
LmShot|fsg_d01769bbcce1_1684346979338,0,1684346983258,1
LmShot|fsg_d01769bbcce1_1684347003963,0,1684347008440,2
LmShot|fsg_d01769bbcce1_1684347027843,0,1684347032029,1
LmShot|fsg_d01769bbcce1_1684347049341,0,1684347053815,2
LmShot|fsg_d01769bbcce1_1684347080488,0,1684347084982,1
LmShot|fsg_d01769bbcce1_1684347106163,0,1684347110193,1
LmShot|fsg_d01769bbcce1_1684347130011,0,1684347134405,1
LmShot|fsg_d01769bbcce1_1684347158228,0,1684347162574,1
LmShot|fsg_d01769bbcce1_1684347220875,0,1684347225189,1
LmShot|fsg_d01769bbcce1_1684347248725,0,1684347253211,1
LmShot|fsg_d01769bbcce1_1684347272175,0,1684347276636,1
LmShot|fsg_d01769bbcce1_1684347546242,0,1684347551198,1
LmShot|fsg_d01769bbcce1_1684347595995,0,1684347599969,1
LmShot|fsg_d01769bbcce1_1684347615865,0,1684347620584,2
LmShot|fsg_d01769bbcce1_1684347750172,0,1684347754733,1
LmShot|fsg_d01769bbcce1_1684347776536,0,1684347779813,1
LmShot|fsg_d01769bbcce1_1684348004877,0,1684348009057,1
LmShot|fsg_d01769bbcce1_1684348025502,0,1684348029509,1
LmShot|fsg_d01769bbcce1_1684348046655,0,1684348051046,1
LmShot|fsg_d01769bbcce1_1684348075536,0,1684348079641,1
LmShot|fsg_d01769bbcce1_1684348102623,0,1684348106482,1
LmShot|fsg_d01769bbcce1_1684348125009,0,1684348129150,1
LmShot|fsg_d01769bbcce1_1684348156203,0,1684348159985,2
LmShot|fsg_d01769bbcce1_1684348181314,0,1684348185510,2
LmShot|fsg_d01769bbcce1_1684348204195,0,1684348208051,1
LmShot|fsg_d01769bbcce1_1684348272428,0,1684348276545,1
LmShot|fsg_d01769bbcce1_1684348289406,0,1684348293557,1
LmShot|fsg_d01769bbcce1_1684348314254,0,1684348318401,1
LmShot|fsg_d01769bbcce1_1684348351207,0,1684348355832,2
LmShot|fsg_d01769bbcce1_1684348368353,0,1684348372103,2
LmShot|fsg_d01769bbcce1_1684443997089,0,1684444002590,1
LmShot|fsg_d01769bbcce1_1684444045609,0,1684444051020,1
LmShot|fsg_d01769bbcce1_1684444065974,0,1684444071469,1
LmShot|fsg_d01769bbcce1_1684444091290,0,1684444096262,1
LmShot|fsg_d01769bbcce1_1684444120672,0,1684444126115,1
LmShot|fsg_d01769bbcce1_1684444143112,0,1684444149184,1
LmShot|fsg_d01769bbcce1_1684444164049,0,1684444170207,1
LmShot|fsg_d01769bbcce1_1684444222876,0,1684444229152,2
LmShot|fsg_d01769bbcce1_1684444247776,0,1684444253537,1
LmShot|fsg_d01769bbcce1_1684444265792,0,1684444271637,1
LmShot|fsg_d01769bbcce1_1684444304864,0,1684444310725,1
LmShot|fsg_d01769bbcce1_1684444332761,0,1684444338420,1
LmShot|fsg_d01769bbcce1_1684444405026,0,1684444410986,1
LmShot|fsg_d01769bbcce1_1684444421916,0,1684444428176,1
LmShot|fsg_d01769bbcce1_1684444444569,0,1684444450607,2
LmShot|fsg_d01769bbcce1_1684444471665,0,1684444478467,1
LmShot|fsg_d01769bbcce1_1684444493793,0,1684444499574,1
LmShot|fsg_d01769bbcce1_1684444527964,0,1684444533766,1
LmShot|fsg_d01769bbcce1_1684444556633,0,1684444562261,1
LmShot|fsg_d01769bbcce1_1684444609609,0,1684444615576,1
LmShot|fsg_d01769bbcce1_1684444630009,0,1684444635256,1
LmShot|fsg_d01769bbcce1_1684444647829,0,1684444653279,1
LmShot|fsg_d01769bbcce1_1684444707112,0,1684444712524,1
LmShot|fsg_d01769bbcce1_1684444728331,0,1684444734136,1
LmShot|fsg_d01769bbcce1_1684444757670,0,1684444763259,1
LmShot|fsg_d01769bbcce1_1684444790732,0,1684444796107,1
LmShot|fsg_d01769bbcce1_1684444814364,0,1684444819449,1
LmShot|fsg_d01769bbcce1_1684444857591,0,1684444863580,2
LmShot|fsg_d01769bbcce1_1684444940515,0,1684444945967,1
LmShot|fsg_d01769bbcce1_1684445004720,0,1684445009515,1
LmShot|fsg_d01769bbcce1_1684445104858,0,1684445111314,2
LmShot|fsg_d01769bbcce1_1684445122417,0,1684445127554,1
LmShot|fsg_d01769bbcce1_1684445142063,0,1684445148071,1
LmShot|fsg_d01769bbcce1_1684445167401,0,1684445173169,1
LmShot|fsg_d01769bbcce1_1684445336706,0,1684445342716,1
LmShot|fsg_d01769bbcce1_1684445358156,0,1684445363492,1
LmShot|fsg_d01769bbcce1_1684445377016,0,1684445382655,2
LmShot|fsg_d01769bbcce1_1684445390944,0,1684445396349,1
LmShot|fsg_d01769bbcce1_1684445421328,0,1684445426966,1
LmShot|fsg_d01769bbcce1_1684445435168,0,1684445440225,1
LmShot|fsg_d01769bbcce1_1684445470392,0,1684445475733,1
LmShot|fsg_d01769bbcce1_1684445485801,0,1684445491226,1
LmShot|fsg_d01769bbcce1_1684445503451,0,1684445508993,1
LmShot|fsg_d01769bbcce1_1684445522227,0,1684445527948,1
LmShot|fsg_d01769bbcce1_1684445558925,0,1684445564580,1
LmShot|fsg_d01769bbcce1_1684445576038,0,1684445581529,1
LmShot|fsg_d01769bbcce1_1684445595224,0,1684445600709,1
LmShot|fsg_d01769bbcce1_1684445637395,0,1684445643097,1
LmShot|fsg_d01769bbcce1_1684445656288,0,1684445661656,1
LmShot|fsg_d01769bbcce1_1684445701779,0,1684445707681,1
LmShot|fsg_d01769bbcce1_1684445771994,0,1684445777195,1
LmShot|fsg_d01769bbcce1_1684445827047,0,1684445832962,1
LmShot|fsg_d01769bbcce1_1684445850203,0,1684445855184,1
LmShot|fsg_d01769bbcce1_1684445867147,0,1684445872953,1
LmShot|fsg_d01769bbcce1_1684445893947,0,1684445899460,1
LmShot|fsg_d01769bbcce1_1684445937853,0,1684445988129,3
LmShot|fsg_d01769bbcce1_1684445987221,0,1684445993064,1
LmShot|fsg_d01769bbcce1_1684446006623,0,1684446016758,2
LmShot|fsg_d01769bbcce1_1684446027754,0,1684446032357,1
LmShot|fsg_d01769bbcce1_1684446043821,0,1684446094070,3
LmShot|fsg_d01769bbcce1_1684446088080,0,1684446094261,2
LmShot|fsg_d01769bbcce1_1684446111554,0,1684633649398,4
LmShot|fsg_d01769bbcce1_1684446152236,0,1684446157967,1
LmShot|fsg_d01769bbcce1_1684446169054,0,1684446175195,1
LmShot|fsg_d01769bbcce1_1684446185515,0,1684446191001,1
LmShot|fsg_d01769bbcce1_1684446199811,0,1684446205926,2
LmShot|fsg_d01769bbcce1_1684446237535,0,1684446243579,2
LmShot|fsg_d01769bbcce1_1684446249286,0,1684446254314,1
LmShot|fsg_d01769bbcce1_1684446265798,0,1684446271697,2
LmShot|fsg_d01769bbcce1_1684446281499,0,1684446286322,1
LmShot|fsg_d01769bbcce1_1684446306380,0,1684446312198,1
LmShot|fsg_d01769bbcce1_1684446369304,0,1684446374717,1
LmShot|fsg_d01769bbcce1_1684446395402,0,1684446401148,1
LmShot|fsg_d01769bbcce1_1684446417704,0,1684446423609,1
LmShot|fsg_d01769bbcce1_1684446443495,0,1684446449494,1
LmShot|fsg_d01769bbcce1_1684446464789,0,1684446469730,1
LmShot|fsg_d01769bbcce1_1684446506461,0,1684446511995,1
LmShot|fsg_d01769bbcce1_1684446528375,0,1684446533850,1
LmShot|fsg_d01769bbcce1_1684446567749,0,1684446573864,2
LmShot|fsg_d01769bbcce1_1684446590231,0,1684446596199,1
LmShot|fsg_d01769bbcce1_1684446655963,0,1684446661792,1
LmShot|fsg_d01769bbcce1_1684446677577,0,1684446683087,1
LmShot|fsg_d01769bbcce1_1684446706115,0,1684446711854,1
LmShot|fsg_d01769bbcce1_1684446831140,0,1684446837317,1
LmShot|fsg_d01769bbcce1_1684446884311,0,1684446890887,2
LmShot|fsg_d01769bbcce1_1684446905442,0,1684446911859,1
LmShot|fsg_d01769bbcce1_1684446929296,0,1684446938691,3
LmShot|fsg_d01769bbcce1_1684446952426,0,1684446958600,1
LmShot|fsg_d01769bbcce1_1684446986694,0,1684446996342,3
LmShot|fsg_d01769bbcce1_1684447006562,0,1684447011992,1
LmShot|fsg_d01769bbcce1_1684447024626,0,1684447030172,1
LmShot|fsg_d01769bbcce1_1684447049274,0,1684447054968,1
LmShot|fsg_d01769bbcce1_1684447063224,0,1684447069535,1
LmShot|fsg_d01769bbcce1_1684447090326,0,1684447096105,1
LmShot|fsg_d01769bbcce1_1684447111077,0,1684447116595,1
LmShot|fsg_d01769bbcce1_1684447133754,0,1684447139607,1
LmShot|fsg_d01769bbcce1_1684447193022,0,1684447198922,1
LmShot|fsg_d01769bbcce1_1684447249756,0,1684447255509,1
LmShot|fsg_d01769bbcce1_1684447291195,0,1684447297101,1
LmShot|fsg_d01769bbcce1_1684699154646,0,1684699159169,1
LmShot|fsg_d01769bbcce1_1684699170045,0,1684699178666,1
LmShot|fsg_d01769bbcce1_1684699306481,0,1684699309926,1
LmShot|fsg_d01769bbcce1_1684699330557,0,1684699334233,2
LmShot|fsg_d01769bbcce1_1684699348625,0,1684699351669,1
LmShot|fsg_d01769bbcce1_1684699369145,0,1684699373049,2
LmShot|fsg_d01769bbcce1_1684699396605,0,1684699399932,1
LmShot|fsg_d01769bbcce1_1684699416564,0,1684699420128,1
LmShot|fsg_d01769bbcce1_1684699441957,0,1684699445668,1
LmShot|fsg_d01769bbcce1_1684699468782,0,1684699472407,1
LmShot|fsg_d01769bbcce1_1684699489899,0,1684699493476,2
LmShot|fsg_d01769bbcce1_1684699511963,0,1684699515753,1
LmShot|fsg_d01769bbcce1_1684699548009,0,1684699551911,1
LmShot|fsg_d01769bbcce1_1684699574326,0,1684699578379,1
LmShot|fsg_d01769bbcce1_1684699602959,0,1684699606414,1
LmShot|fsg_d01769bbcce1_1684699627880,0,1684699631691,1
LmShot|fsg_d01769bbcce1_1684699659623,0,1684699713690,3
LmShot|fsg_d01769bbcce1_1684699743106,0,1684699746800,1
LmShot|fsg_d01769bbcce1_1684699770839,0,1684699774445,1
LmShot|fsg_d01769bbcce1_1684699812293,0,1684699815756,1
LmShot|fsg_d01769bbcce1_1684699908411,0,1684699912094,1
LmShot|fsg_d01769bbcce1_1684699929778,0,1684699933331,1
LmShot|fsg_d01769bbcce1_1684699951512,0,1684699993799,4
LmShot|fsg_d01769bbcce1_1684699995793,0,1684699999028,2
LmShot|fsg_d01769bbcce1_1684700018003,0,1684700021776,1
LmShot|fsg_d01769bbcce1_1684700037432,0,1684700041488,2
LmShot|fsg_d01769bbcce1_1684700081986,0,1684700086370,1
LmShot|fsg_d01769bbcce1_1684700118115,0,1684700121228,1
LmShot|fsg_d01769bbcce1_1684700141490,0,1684700145188,1
LmShot|fsg_d01769bbcce1_1684700158859,0,1684700162578,1
LmShot|fsg_d01769bbcce1_1684700176334,0,1684700179572,1
LmShot|fsg_d01769bbcce1_1684700220928,0,1684700224976,2
LmShot|fsg_d01769bbcce1_1684700262098,0,1684700265812,1
LmShot|fsg_d01769bbcce1_1684700288189,0,1684700291472,1
LmShot|fsg_d01769bbcce1_1684701222133,0,1684701225866,1
LmShot|fsg_d01769bbcce1_1684701257661,0,1684701260841,1
LmShot|fsg_d01769bbcce1_1684701284661,0,1684701288385,1
LmShot|fsg_d01769bbcce1_1684701341179,0,1684701344274,1
LmShot|fsg_d01769bbcce1_1684701368925,0,1684701372634,1
LmShot|fsg_d01769bbcce1_1684701393571,0,1684701397099,2
LmShot|fsg_d01769bbcce1_1684701453451,0,1684701457590,2
LmShot|fsg_d01769bbcce1_1684701481960,0,1684701485733,1
LmShot|fsg_d01769bbcce1_1684701514774,0,1684701518310,2
LmShot|fsg_d01769bbcce1_1684701537324,0,1684701541092,1
LmShot|fsg_d01769bbcce1_1684701555040,0,1684701559066,2
LmShot|fsg_d01769bbcce1_1684701577251,0,1684701581094,1
LmShot|fsg_d01769bbcce1_1684701606368,0,1684701610442,2
LmShot|fsg_d01769bbcce1_1684701633639,0,1684701637188,1
LmShot|fsg_d01769bbcce1_1684701650775,0,1684701654437,2
LmShot|fsg_d01769bbcce1_1684701669373,0,1684701672887,1
LmShot|fsg_d01769bbcce1_1684701696466,0,1684701700632,2
LmShot|fsg_d01769bbcce1_1684701747177,0,1684701751596,1
LmShot|fsg_d01769bbcce1_1684701766489,0,1684701769897,1
LmShot|fsg_d01769bbcce1_1684701794675,0,1684701798256,1
LmShot|fsg_d01769bbcce1_1684701819249,0,1684701822604,1
LmShot|fsg_d01769bbcce1_1684701856488,0,1684701860556,1
LmShot|fsg_d01769bbcce1_1684701880325,0,1684701883821,1
LmShot|fsg_d01769bbcce1_1684701903710,0,1684701907272,2
LmShot|fsg_d01769bbcce1_1684701922546,0,1684701925169,1
LmShot|fsg_d01769bbcce1_1684702002035,0,1684702005643,1
LmShot|fsg_d01769bbcce1_1684702022793,0,1684702026304,1
LmShot|fsg_d01769bbcce1_1684702041024,0,1684702080306,3
LmShot|fsg_d01769bbcce1_1684702085951,0,1684702152635,4
LmShot|fsg_d01769bbcce1_1684702138185,0,1684702142192,1
LmShot|fsg_d01769bbcce1_1684702171660,0,1684702175285,1
LmShot|fsg_d01769bbcce1_1684702196492,0,1684702200119,1
LmShot|fsg_d01769bbcce1_1684702219162,0,1684702222854,1
LmShot|fsg_d01769bbcce1_1684702251360,0,1684702295214,3
LmShot|fsg_d01769bbcce1_1684702298318,0,1684702352279,4
LmShot|fsg_d01769bbcce1_1684702373551,0,1684702406397,3
LmShot|fsg_d01769bbcce1_1684702412227,0,1684702415878,1
LmShot|fsg_d01769bbcce1_1684702459551,0,1684702463208,1
LmShot|fsg_d01769bbcce1_1684702483426,0,1684702486941,1
LmShot|fsg_d01769bbcce1_1684702530850,0,1684702535097,2
LmShot|fsg_d01769bbcce1_1684702589616,0,1684702593291,1
LmShot|fsg_d01769bbcce1_1684702624693,0,1684702628453,2
LmShot|fsg_d01769bbcce1_1684702646779,0,1684702650534,2
LmShot|fsg_d01769bbcce1_1684702667232,0,1684702670857,1
LmShot|fsg_d01769bbcce1_1684702739311,0,1684702743068,1
LmShot|fsg_d01769bbcce1_1684702797628,0,1684702800835,1
LmShot|fsg_d01769bbcce1_1684702817686,0,1684702821440,1
LmShot|fsg_d01769bbcce1_1684702850612,0,1684702854013,2
LmShot|fsg_d01769bbcce1_1684702891879,0,1684702895567,2
LmShot|fsg_d01769bbcce1_1684702916211,0,1684702920380,2
LmShot|fsg_d01769bbcce1_1684702966692,0,1684702969954,1
LmShot|fsg_d01769bbcce1_1684703029978,0,1684703033749,2
LmShot|fsg_d01769bbcce1_1684703058237,0,1684703061701,1
LmShot|fsg_d01769bbcce1_1684703090113,0,1684703093386,1
LmShot|fsg_d01769bbcce1_1684703153646,0,1684703157612,1
LmShot|fsg_d01769bbcce1_1684703174370,0,1684703178084,2
LmShot|fsg_d01769bbcce1_1684703194627,0,1684703198045,1
LmShot|fsg_d01769bbcce1_1684703241642,0,1684703245120,1
LmShot|fsg_d01769bbcce1_1684703265718,0,1684703268983,1
LmShot|fsg_d01769bbcce1_1684703294959,0,1684703298878,2
LmShot|fsg_d01769bbcce1_1684703321842,0,1684703325307,1
LmShot|fsg_d01769bbcce1_1684703357368,0,1684703415979,4
LmShot|fsg_d01769bbcce1_1684703426644,0,1684703430342,2
LmShot|fsg_d01769bbcce1_1684703452142,0,1684703455545,1
LmShot|fsg_d01769bbcce1_1684703475324,0,1684703479164,1
LmShot|fsg_d01769bbcce1_1684703490103,0,1684703493769,1
LmShot|fsg_d01769bbcce1_1684719712273,0,1684719717969,1
LmShot|fsg_d01769bbcce1_1684719734601,0,1684719739181,1
LmShot|fsg_d01769bbcce1_1684719775309,0,1684719779967,2
LmShot|fsg_d01769bbcce1_1684719813737,0,1684719818592,1
LmShot|fsg_d01769bbcce1_1684719897207,0,1684719901966,3
LmShot|fsg_d01769bbcce1_1684719924222,0,1684719928740,1
LmShot|fsg_d01769bbcce1_1684719951912,0,1684719955955,1
LmShot|fsg_d01769bbcce1_1684719978532,0,1684719983006,1
LmShot|fsg_d01769bbcce1_1684720058639,0,1684720062889,1
LmShot|fsg_d01769bbcce1_1684720098441,0,1684720103038,1
LmShot|fsg_d01769bbcce1_1684720167831,0,1684720171946,1
LmShot|fsg_d01769bbcce1_1684720194032,0,1684720198675,1
LmShot|fsg_d01769bbcce1_1684720211775,0,1684720216207,1
LmShot|fsg_d01769bbcce1_1684720780792,0,1684720786033,1
LmShot|fsg_d01769bbcce1_1684720803163,0,1684720807414,1
LmShot|fsg_d01769bbcce1_1684720828862,0,1684720833336,1
LmShot|fsg_d01769bbcce1_1684720865983,0,1684720870761,1
LmShot|fsg_d01769bbcce1_1684720919493,0,1684720923884,1
LmShot|fsg_d01769bbcce1_1684720972397,0,1684720977272,2
LmShot|fsg_d01769bbcce1_1684721005921,0,1684721010655,1
LmShot|fsg_d01769bbcce1_1684721068640,0,1684721073159,2
LmShot|fsg_d01769bbcce1_1684721098485,0,1684721103361,3
LmShot|fsg_d01769bbcce1_1684721131728,0,1684721136126,1
LmShot|fsg_d01769bbcce1_1684721149444,0,1684721154134,1
LmShot|fsg_d01769bbcce1_1684721180957,0,1684721185627,1
LmShot|fsg_d01769bbcce1_1684721208828,0,1684721266561,3
LmShot|fsg_d01769bbcce1_1684721267767,0,1684721271936,1
LmShot|fsg_d01769bbcce1_1684721296033,0,1684721301167,2
LmShot|fsg_d01769bbcce1_1684721395665,0,1684721400285,1
LmShot|fsg_d01769bbcce1_1684721420376,0,1684721424969,1
LmShot|fsg_d01769bbcce1_1684721437041,0,1684721441600,1
LmShot|fsg_d01769bbcce1_1684721457011,0,1684721461207,1
LmShot|fsg_d01769bbcce1_1684721495338,0,1684721499754,1
LmShot|fsg_d01769bbcce1_1684721572479,0,1684721577336,1
LmShot|fsg_d01769bbcce1_1684721599276,0,1684721603918,1
LmShot|fsg_d01769bbcce1_1684721638228,0,1684721643008,2
LmShot|fsg_d01769bbcce1_1684721664224,0,1684721668929,2
LmShot|fsg_d01769bbcce1_1684721696312,0,1684721701026,2
LmShot|fsg_d01769bbcce1_1684721721907,0,1684721726457,2
LmShot|fsg_d01769bbcce1_1684721768914,0,1684721773239,1
LmShot|fsg_d01769bbcce1_1684721794484,0,1684721799194,1
LmShot|fsg_d01769bbcce1_1684721817443,0,1684721860133,4
LmShot|fsg_d01769bbcce1_1684721859803,0,1684721864786,3
LmShot|fsg_d01769bbcce1_1684721883003,0,1684721887289,1
LmShot|fsg_d01769bbcce1_1684721906990,0,1684721910576,1
LmShot|fsg_d01769bbcce1_1684721935187,0,1684721939765,1
LmShot|fsg_d01769bbcce1_1684721969934,0,1684721974751,3
LmShot|fsg_d01769bbcce1_1684721997815,0,1684722002750,2
LmShot|fsg_d01769bbcce1_1684722032101,0,1684722036602,1
LmShot|fsg_d01769bbcce1_1684722064826,0,1684722069575,1
LmShot|fsg_d01769bbcce1_1684722088246,0,1684722093223,1
LmShot|fsg_d01769bbcce1_1684722107138,0,1684722111984,1
LmShot|fsg_d01769bbcce1_1684722129527,0,1684722134333,1
LmShot|fsg_d01769bbcce1_1684722154314,0,1684722159043,1
LmShot|fsg_d01769bbcce1_1684722182904,0,1684722186873,1
LmShot|fsg_d01769bbcce1_1684722217034,0,1684722221140,1
LmShot|fsg_d01769bbcce1_1684722263181,0,1684722267653,1
LmShot|fsg_d01769bbcce1_1684722290633,0,1684722294837,1
LmShot|fsg_d01769bbcce1_1684722317845,0,1684722322434,2
LmShot|fsg_d01769bbcce1_1684722346154,0,1684722350512,2
LmShot|fsg_d01769bbcce1_1684722367367,0,1684722371907,1
LmShot|fsg_d01769bbcce1_1684722424683,0,1684722429001,1
LmShot|fsg_d01769bbcce1_1684722455271,0,1684722460002,1
LmShot|fsg_d01769bbcce1_1684722483806,0,1684722488426,1
LmShot|fsg_d01769bbcce1_1684722511106,0,1684722515786,1
LmShot|fsg_d01769bbcce1_1684722540580,0,1684722545000,1
LmShot|fsg_d01769bbcce1_1684722562753,0,1684722567544,1
LmShot|fsg_d01769bbcce1_1684754088780,0,1684754093421,1
LmShot|fsg_d01769bbcce1_1684754332141,0,1684754336918,1
LmShot|fsg_d01769bbcce1_1684754365056,0,1684754369232,1
LmShot|fsg_d01769bbcce1_1684754396493,0,1684754400898,1
LmShot|fsg_d01769bbcce1_1684754428573,0,1684754432951,1
LmShot|fsg_d01769bbcce1_1684754450000,0,1684754454237,1
LmShot|fsg_d01769bbcce1_1684754480980,0,1684754485774,1
LmShot|fsg_d01769bbcce1_1684754502804,0,1684754507787,1
LmShot|fsg_d01769bbcce1_1684754533549,0,1684754538489,1
LmShot|fsg_d01769bbcce1_1684754564603,0,1684754569512,1
LmShot|fsg_d01769bbcce1_1684754627211,0,1684754632044,1
LmShot|fsg_d01769bbcce1_1684754696192,0,1684754699548,1
LmShot|fsg_d01769bbcce1_1684754717705,0,1684754722542,2
LmShot|fsg_d01769bbcce1_1684754750787,0,1684754755385,1
LmShot|fsg_d01769bbcce1_1684754797235,0,1684754801715,1
LmShot|fsg_d01769bbcce1_1684754818426,0,1684754823389,1
LmShot|fsg_d01769bbcce1_1684754852168,0,1684754857314,1
LmShot|fsg_d01769bbcce1_1684754873758,0,1684754878655,1
LmShot|fsg_d01769bbcce1_1684754905279,0,1684754909920,1
LmShot|fsg_d01769bbcce1_1684754930477,0,1684754935432,1
LmShot|fsg_d01769bbcce1_1684754982381,0,1684754987116,1
LmShot|fsg_d01769bbcce1_1684755008436,0,1684755013252,1
LmShot|fsg_d01769bbcce1_1684755034092,0,1684755038819,1
LmShot|fsg_d01769bbcce1_1684755068073,0,1684755093896,3
LmShot|fsg_d01769bbcce1_1684755112355,0,1684755117095,1
LmShot|fsg_d01769bbcce1_1684755141367,0,1684755146124,1
LmShot|fsg_d01769bbcce1_1684755200792,0,1684755205567,1
LmShot|fsg_d01769bbcce1_1684755236940,0,1684755241480,1
LmShot|fsg_d01769bbcce1_1684755300179,0,1684755304720,1
LmShot|fsg_d01769bbcce1_1684755358064,0,1684755362747,1
LmShot|fsg_d01769bbcce1_1684755378129,0,1684755383165,1
LmShot|fsg_d01769bbcce1_1684755422768,0,1684755427832,1
LmShot|fsg_d01769bbcce1_1684755473588,0,1684755478513,1
LmShot|fsg_d01769bbcce1_1684755498004,0,1684755503076,1
LmShot|fsg_d01769bbcce1_1684755515255,0,1684755520127,2
LmShot|fsg_d01769bbcce1_1684755536943,0,1684755541971,1
LmShot|fsg_d01769bbcce1_1684755566072,0,1684755569827,1
LmShot|fsg_d01769bbcce1_1684755589090,0,1684755594014,1
LmShot|fsg_d01769bbcce1_1684755683967,0,1684755688950,2
LmShot|fsg_d01769bbcce1_1684755696226,0,1684755701233,1
LmShot|fsg_d01769bbcce1_1684755709047,0,1684755713617,1
LmShot|fsg_d01769bbcce1_1684755741189,0,1684755746194,1
LmShot|fsg_d01769bbcce1_1684755762316,0,1684755767502,2
LmShot|fsg_d01769bbcce1_1684755777323,0,1684755782290,2
LmShot|fsg_d01769bbcce1_1684755794174,0,1684755799094,1
LmShot|fsg_d01769bbcce1_1684755824872,0,1684755830059,1
LmShot|fsg_d01769bbcce1_1684755858818,0,1684755863831,1
LmShot|fsg_d01769bbcce1_1684755885840,0,1684755890987,1
LmShot|fsg_d01769bbcce1_1684755907751,0,1684755912407,1
LmShot|fsg_d01769bbcce1_1684755936389,0,1684755941250,1
LmShot|fsg_d01769bbcce1_1684755949137,0,1684755953881,1
LmShot|fsg_d01769bbcce1_1684755970924,0,1684755975585,1
LmShot|fsg_d01769bbcce1_1684755987071,0,1684755991664,1
LmShot|fsg_d01769bbcce1_1684756002886,0,1684756007512,1
LmShot|fsg_d01769bbcce1_1684756040295,0,1684756044950,1
LmShot|fsg_d01769bbcce1_1684756058024,0,1684756064015,3
LmShot|fsg_d01769bbcce1_1684756073648,0,1684756078232,1
LmShot|fsg_d01769bbcce1_1684756105549,0,1684756110342,1
LmShot|fsg_d01769bbcce1_1684756120258,0,1684756125162,1
LmShot|fsg_d01769bbcce1_1684756132143,0,1684756136986,1
LmShot|fsg_d01769bbcce1_1684756175978,0,1684756180959,1
LmShot|fsg_d01769bbcce1_1684756192923,0,1684756197742,1
LmShot|fsg_d01769bbcce1_1684756207458,0,1684756212094,2
LmShot|fsg_d01769bbcce1_1684756226156,0,1684756230625,1
LmShot|fsg_d01769bbcce1_1684756239765,0,1684756244537,1
LmShot|fsg_d01769bbcce1_1684756258353,0,1684756263440,2
LmShot|fsg_d01769bbcce1_1685035970354,0,1685035974580,1
LmShot|fsg_d01769bbcce1_1685036015280,0,1685036018424,1
LmShot|fsg_d01769bbcce1_1685036134079,0,1685139988991,1
LmShot|fsg_d01769bbcce1_1685036171860,0,1685139989240,1
LmShot|fsg_d01769bbcce1_1685036325800,0,1685139989430,1
LmShot|fsg_d01769bbcce1_1685036348258,0,1685139989736,1
LmShot|fsg_d01769bbcce1_1685036535650,0,1685139989911,1
LmShot|fsg_d01769bbcce1_1685036596540,0,1685139990182,1
LmShot|fsg_d01769bbcce1_1685036622305,0,1685139990371,1
LmShot|fsg_d01769bbcce1_1685036651718,0,1685139990897,1
LmShot|fsg_d01769bbcce1_1685036729685,0,1685139991497,1
LmShot|fsg_d01769bbcce1_1685036762077,0,1685139991794,1
LmShot|fsg_d01769bbcce1_1685036788627,0,1685139991940,1
LmShot|fsg_d01769bbcce1_1685037029284,0,1685139992266,1
LmShot|fsg_d01769bbcce1_1685037049346,0,1685139992402,1
LmShot|fsg_d01769bbcce1_1685037081901,0,1685139992580,1
LmShot|fsg_d01769bbcce1_1685037105182,0,1685139992867,1
LmShot|fsg_d01769bbcce1_1685037158870,0,1685139993005,1
LmShot|fsg_d01769bbcce1_1685037223432,0,1685139993289,1
LmShot|fsg_d01769bbcce1_1685037266759,0,1685139993504,1
LmShot|fsg_d01769bbcce1_1685037295549,0,1685139993651,1
LmShot|fsg_d01769bbcce1_1685037331617,0,1685139993958,1
LmShot|fsg_d01769bbcce1_1685037945259,0,1685139994103,1
LmShot|fsg_d01769bbcce1_1685037962787,0,1685139994355,1
LmShot|fsg_d01769bbcce1_1685037985744,0,1685139994524,1
LmShot|fsg_d01769bbcce1_1685038021201,0,1685139994629,1
LmShot|fsg_d01769bbcce1_1685038043555,0,1685139994972,1
LmShot|fsg_d01769bbcce1_1685038080626,0,1685139995147,1
LmShot|fsg_d01769bbcce1_1685038100201,0,1685139995418,1
LmShot|fsg_d01769bbcce1_1685038126404,0,1685139995548,1
LmShot|fsg_d01769bbcce1_1685038171039,0,1685139995735,1
LmShot|fsg_d01769bbcce1_1685038207750,0,1685139996003,1
